Order ID,Ship Mode,Customer ID,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date,Ship Date,Customer Feedback,Coupon Code,Returned,Payment Mode,Delivery Status,Rating,Promo Applied,Complaint
CA-2016-116974,Standard Class,MP-17965,Corporate,Troy,Ohio,East,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,4,0.4,-15.5844,12/17/2020,12/23/2020,Good,NEW20,No,Cash,,4,0,Yes
CA-2017-163902,Standard Class,MY-17380,Corporate,Los Angeles,California,West,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582,01/10/2018,01/13/2018,,,,Wallet,Delayed,4,0,No
CA-2017-103443,Standard Class,AT-10735,Consumer,New York City,New York,East,Office Supplies,Binders,GBC Wire Binding Combs,24.816,3,0.2,8.3754,08/02/2019,08/09/2019,Bad,SAVE10,,UPI,Delivered,3,0,
US-2015-139675,Second Class,NF-18595,Home Office,Chico,California,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528,01/26/2018,01/28/2018,Excellent,FREESHIP,No,Cash,Lost,2,1,
CA-2014-153969,Standard Class,HF-14995,Consumer,San Francisco,California,West,Office Supplies,Paper,Xerox 1971,38.52,9,0,17.334,11/22/2020,11/27/2020,Good,FREESHIP,Yes,Wallet,Lost,5,0,Yes
CA-2016-167584,Same Day,LC-16870,Consumer,Des Moines,Iowa,Central,Office Supplies,Paper,Xerox 224,6.48,1,0,3.1104,12/04/2019,12/07/2019,Excellent,FREESHIP,No,UPI,Lost,2,0,No
CA-2017-140515,Standard Class,GZ-14545,Corporate,Los Angeles,California,West,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,381.36,7,0,106.7808,11/16/2019,11/23/2019,Bad,SAVE10,No,Credit Card,Delivered,5,1,No
CA-2017-117324,Standard Class,JP-15520,Consumer,Madison,Wisconsin,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.0876,03/31/2018,04/02/2018,Bad,,Yes,Wallet,Delayed,,,
CA-2016-123414,Standard Class,SU-20665,Home Office,Greenville,North Carolina,South,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2,0.2,3.506,04/10/2018,04/14/2018,Good,,No,Credit Card,Delivered,3,1,Yes
CA-2014-130449,First Class,VP-21760,Corporate,San Francisco,California,West,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",41.88,6,0,12.1452,09/22/2018,09/25/2018,Excellent,NEW20,,Wallet,Delayed,2,,No
CA-2016-160486,Standard Class,EH-14185,Consumer,West Palm Beach,Florida,South,Office Supplies,Paper,Embossed Ink Jet Note Cards,72.224,4,0.2,25.2784,11/01/2019,11/07/2019,Bad,EXTRA5,Yes,Cash,Delayed,5,,Yes
CA-2017-145429,Standard Class,SW-20455,Consumer,San Diego,California,West,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",16.34,2,0,7.6798,07/31/2019,08/09/2019,Excellent,EXTRA5,No,Credit Card,Lost,,0,Yes
CA-2017-168109,Same Day,JK-15640,Home Office,Seattle,Washington,West,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992,1,0.2,2.6973,07/29/2019,08/06/2019,,SAVE10,No,Credit Card,Delivered,2,1,
CA-2015-119627,Standard Class,SC-20725,Consumer,Peoria,Arizona,West,Technology,Accessories,ImationÂ Clip USBÂ flash driveÂ - 8 GB,30.08,2,0.2,-5.264,11/17/2018,11/21/2018,Good,EXTRA5,,Cash,Delivered,1,,No
CA-2014-111451,First Class,KL-16555,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,06/14/2018,06/19/2018,,,No,Wallet,,3,0,Yes
CA-2017-102820,Standard Class,CS-11950,Consumer,Pasadena,California,West,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,419.944,7,0.2,52.493,07/14/2019,07/20/2019,Average,FREESHIP,Yes,UPI,,1,,
CA-2015-158491,Second Class,BP-11155,Consumer,Los Angeles,California,West,Technology,Accessories,LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,989.97,3,0,395.988,11/28/2019,11/30/2019,Average,SAVE10,,,Delivered,,,No
CA-2016-152730,Standard Class,EM-14140,Home Office,Superior,Wisconsin,Central,Office Supplies,Paper,Xerox 1915,629.1,6,0,301.968,04/23/2020,05/01/2020,Bad,SAVE10,Yes,Cash,Lost,2,0,
CA-2014-153087,Standard Class,TC-20980,Corporate,Decatur,Alabama,South,Office Supplies,Paper,Xerox 1983,23.92,4,0,11.7208,09/10/2020,09/14/2020,Good,EXTRA5,,UPI,,,0,No
US-2017-169551,First Class,RL-19615,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 216,15.552,3,0.2,5.4432,05/22/2018,05/23/2018,Average,EXTRA5,No,Credit Card,Delayed,5,0,
CA-2014-169726,Standard Class,JH-15985,Consumer,Seattle,Washington,West,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2060.744,7,0.2,643.9825,10/24/2018,10/29/2018,Good,,,UPI,Delivered,3,1,No
CA-2016-111213,Standard Class,FP-14320,Consumer,New York City,New York,East,Office Supplies,Supplies,Staple remover,63.84,8,0,18.5136,07/09/2018,07/14/2018,Average,SAVE10,Yes,Credit Card,Delayed,2,0,
CA-2017-105410,First Class,ND-18370,Consumer,San Francisco,California,West,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,0.2,6.6906,03/27/2020,03/30/2020,Average,SAVE10,Yes,Cash,Lost,2,1,
CA-2017-118017,Second Class,LC-16870,Consumer,Thornton,Colorado,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,76.752,6,0.2,10.5534,05/23/2018,05/27/2018,Good,FREESHIP,Yes,Cash,Delivered,1,1,Yes
CA-2014-106376,Standard Class,BS-11590,Corporate,Gilbert,Arizona,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,10/05/2020,10/13/2020,Good,FREESHIP,No,,Lost,2,0,
US-2015-106873,Second Class,KM-16720,Consumer,Avondale,Arizona,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2,0.2,2.3686,10/03/2020,10/04/2020,Good,SAVE10,No,,Delivered,4,0,
CA-2014-126361,Second Class,VD-21670,Consumer,Pleasant Grove,Utah,West,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96,5,0.2,34.9965,06/09/2018,06/13/2018,Good,NEW20,Yes,UPI,Delayed,4,0,
CA-2017-168403,Standard Class,DK-12835,Corporate,Portland,Oregon,West,Office Supplies,Paper,Xerox 1930,31.104,6,0.2,11.2752,07/16/2019,07/23/2019,Excellent,,Yes,,Delayed,4,0,Yes
CA-2014-131002,Second Class,TB-21400,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.6888,09/14/2019,09/20/2019,Good,SAVE10,,UPI,Delivered,3,0,
CA-2015-166492,First Class,RP-19390,Consumer,New York City,New York,East,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0,5.8708,06/12/2020,06/16/2020,Good,EXTRA5,No,Cash,,4,0,
CA-2016-101791,Standard Class,BS-11665,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25.176,3,0.6,-33.3582,01/06/2018,01/13/2018,Good,FREESHIP,,,Lost,3,0,No
CA-2017-134635,Second Class,NS-18640,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 1883,79.14,3,0,36.4044,09/27/2020,09/30/2020,,,No,Credit Card,Delayed,2,,Yes
CA-2016-164154,Standard Class,NZ-18565,Home Office,Toledo,Ohio,East,Office Supplies,Storage,Staple magnet,37.52,5,0.2,3.752,11/27/2020,12/02/2020,Bad,EXTRA5,Yes,Cash,,5,1,No
CA-2014-144666,Second Class,JP-15520,Consumer,San Francisco,California,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.4092,07/18/2018,07/26/2018,,EXTRA5,No,Credit Card,,,1,Yes
CA-2014-114433,Standard Class,NP-18325,Consumer,Oakland,California,West,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0,52.4895,02/06/2020,02/12/2020,Bad,FREESHIP,Yes,Credit Card,,1,,No
CA-2014-125612,Standard Class,BK-11260,Consumer,New York City,New York,East,Office Supplies,Storage,Staple magnet,21.36,2,0,5.7672,09/28/2020,10/01/2020,,FREESHIP,Yes,Credit Card,Delayed,4,1,No
CA-2016-168956,Standard Class,EA-14035,Corporate,Chicago,Illinois,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982,07/31/2018,08/02/2018,,,,,Lost,4,,
CA-2017-107265,Standard Class,ML-17755,Home Office,Marion,Iowa,Central,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.9704,05/11/2018,05/13/2018,Excellent,,No,,Delivered,1,0,No
CA-2017-113453,Standard Class,CM-12160,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,71.376,3,0.2,-4.461,07/11/2019,07/19/2019,Bad,NEW20,,Wallet,Delivered,4,1,Yes
CA-2016-162355,Second Class,PF-19165,Consumer,Sandy Springs,Georgia,South,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1266.86,7,0,291.3778,11/13/2018,11/22/2018,Average,SAVE10,,Cash,Delayed,2,,
CA-2016-165330,Same Day,WB-21850,Consumer,Anaheim,California,West,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4,0,25.1916,03/31/2018,04/06/2018,Good,EXTRA5,Yes,Wallet,Lost,,1,
CA-2015-136147,Standard Class,FM-14380,Consumer,Miami,Florida,South,Technology,Accessories,MaxellÂ LTO Ultrium - 800 GB,111.96,5,0.2,-1.3995,09/29/2018,09/30/2018,Excellent,FREESHIP,Yes,Cash,Delayed,5,0,No
CA-2017-103352,Second Class,RP-19390,Consumer,New York City,New York,East,Office Supplies,Art,American Pencil,6.99,3,0,2.0271,09/09/2019,09/16/2019,Excellent,EXTRA5,,UPI,Delayed,3,0,Yes
CA-2017-156776,Standard Class,JL-15505,Consumer,Westminster,California,West,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,5,0,412.468,12/06/2019,12/10/2019,,FREESHIP,,,Delivered,2,0,
US-2016-140809,First Class,CK-12760,Corporate,Arlington,Virginia,South,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.677,10/18/2018,10/20/2018,Excellent,,Yes,,Delayed,1,,
CA-2015-109575,Standard Class,KH-16630,Corporate,Clinton,Maryland,East,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",65.08,4,0,31.8892,03/11/2019,03/20/2019,Good,FREESHIP,No,Credit Card,,4,0,Yes
CA-2015-124541,Standard Class,TT-21220,Consumer,Houston,Texas,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,3,0.8,-12.075,07/12/2020,07/13/2020,Good,FREESHIP,,,Delayed,4,1,
CA-2015-168529,Standard Class,MB-17305,Consumer,San Francisco,California,West,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.737,08/11/2019,08/20/2019,Average,SAVE10,,Cash,,4,0,No
CA-2015-125563,Standard Class,PR-18880,Consumer,Tampa,Florida,South,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,2,0.2,10.104,02/16/2019,02/21/2019,,NEW20,Yes,UPI,Delivered,5,0,No
CA-2017-113278,Standard Class,HR-14770,Home Office,Richmond,Indiana,Central,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0,70.312,05/28/2019,06/04/2019,Average,NEW20,No,,,3,0,Yes
CA-2015-149097,Standard Class,SV-20785,Consumer,Los Angeles,California,West,Furniture,Furnishings,Nu-Dell Oak Frame,74.76,7,0,23.9232,07/07/2019,07/12/2019,Good,FREESHIP,,Wallet,Delivered,5,1,
CA-2015-115693,Standard Class,FC-14245,Home Office,Los Angeles,California,West,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0,15.764,12/08/2020,12/13/2020,Good,NEW20,No,Cash,Delivered,2,1,Yes
CA-2015-124800,Standard Class,RW-19540,Corporate,Mesa,Arizona,West,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,0.7,-59.0571,08/02/2020,08/10/2020,Excellent,SAVE10,,,Delivered,5,0,
CA-2015-116687,Standard Class,NC-18625,Corporate,Houston,Texas,Central,Technology,Phones,Samsung Rugby III,158.376,3,0.2,13.8579,07/03/2020,07/09/2020,Average,EXTRA5,No,Wallet,Delivered,,1,No
CA-2016-123176,Second Class,JG-15160,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1965,17.94,3,0,8.7906,12/02/2018,12/10/2018,Good,EXTRA5,No,Credit Card,Lost,,0,
CA-2017-156776,Standard Class,JL-15505,Consumer,Westminster,California,West,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,4,0,7.8064,06/05/2020,06/06/2020,Average,FREESHIP,No,Cash,Delivered,2,1,
CA-2015-149713,Second Class,TG-21640,Consumer,Long Beach,California,West,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0,9.7608,05/08/2020,05/10/2020,Excellent,SAVE10,,Credit Card,Lost,3,0,Yes
CA-2016-164399,First Class,DW-13480,Home Office,San Diego,California,West,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,3,0.2,25.497,05/31/2018,06/08/2018,Good,NEW20,,Credit Card,Lost,1,1,No
CA-2014-103317,First Class,DM-13525,Corporate,Palm Coast,Florida,South,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.867,04/10/2018,04/12/2018,,FREESHIP,No,,,1,0,
CA-2015-145835,Second Class,BF-11170,Home Office,Chicago,Illinois,Central,Technology,Phones,Toshiba IPT2010-SD IPÂ Telephone,222.384,2,0.2,16.6788,02/03/2018,02/11/2018,Average,SAVE10,,Cash,Lost,4,,No
US-2014-160444,Same Day,DC-12850,Consumer,Houston,Texas,Central,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,11,0.2,-35.178,07/28/2018,08/02/2018,Bad,,,Wallet,Delivered,,0,No
CA-2017-124597,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,South,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525,06/30/2018,07/07/2018,Good,SAVE10,,Cash,Lost,2,0,
CA-2015-120341,Second Class,SF-20200,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,1,0.4,-9.1788,11/20/2020,11/23/2020,Bad,SAVE10,Yes,,Delayed,3,0,Yes
CA-2015-104941,Standard Class,DH-13075,Corporate,Decatur,Alabama,South,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,3,0,314.9895,04/03/2020,04/07/2020,,FREESHIP,No,Wallet,Delivered,2,0,Yes
CA-2014-158372,Standard Class,RD-19900,Consumer,San Diego,California,West,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0,14.896,03/02/2019,03/11/2019,Good,FREESHIP,,UPI,Lost,3,1,No
CA-2016-152247,Standard Class,MA-17995,Home Office,Cheyenne,Wyoming,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,0.2,100.196,06/07/2020,06/13/2020,,FREESHIP,Yes,Cash,Lost,4,0,No
CA-2016-168046,Second Class,JD-15895,Corporate,New York City,New York,East,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1,0,7.8166,04/23/2020,05/02/2020,Bad,NEW20,,Wallet,Delivered,1,1,Yes
CA-2015-113628,Standard Class,AH-10690,Corporate,Plantation,Florida,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2,0.7,-4.0158,02/07/2018,02/16/2018,Bad,NEW20,No,UPI,,2,1,Yes
CA-2017-112956,Standard Class,TH-21550,Home Office,Columbia,Maryland,East,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0,8.5544,10/29/2019,11/04/2019,Average,SAVE10,Yes,Cash,Delivered,1,,Yes
CA-2014-168592,Standard Class,DP-13390,Home Office,San Francisco,California,West,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0,4.1916,07/15/2020,07/21/2020,,,,UPI,Lost,,0,No
CA-2014-119151,Second Class,MP-18175,Home Office,New York City,New York,East,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896,12/15/2020,12/22/2020,Bad,FREESHIP,No,Credit Card,Delivered,,0,No
US-2015-138121,Same Day,JL-15835,Consumer,Detroit,Michigan,Central,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0,38.4372,05/24/2018,05/29/2018,Bad,,Yes,Wallet,Lost,5,1,Yes
CA-2014-125514,First Class,BM-11650,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,Xerox 224,6.48,1,0,3.1104,09/14/2018,09/15/2018,,EXTRA5,Yes,,Delivered,4,1,No
CA-2017-148922,Second Class,SU-20665,Home Office,Jackson,Mississippi,South,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,599.97,3,0,257.9871,07/03/2018,07/04/2018,Good,,Yes,,Lost,,0,No
CA-2017-139304,Standard Class,VG-21790,Consumer,San Francisco,California,West,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,1,0,2.2282,02/27/2020,03/05/2020,Bad,EXTRA5,Yes,UPI,,2,1,No
CA-2016-135776,Standard Class,EH-13765,Corporate,Seattle,Washington,West,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112,07/13/2019,07/15/2019,Good,FREESHIP,Yes,Cash,,1,0,No
CA-2015-124891,Same Day,RH-19495,Consumer,New York City,New York,East,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0,762.1845,07/12/2018,07/18/2018,Excellent,EXTRA5,,Wallet,Delayed,3,0,
CA-2016-149671,Standard Class,KB-16600,Corporate,Seattle,Washington,West,Office Supplies,Supplies,Acme Box Cutter Scissors,61.38,6,0,15.9588,10/29/2018,10/31/2018,Excellent,EXTRA5,Yes,,Delayed,3,0,No
CA-2014-163559,Second Class,ST-20530,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Arch Ring Binders,139.44,3,0.2,47.061,08/16/2019,08/22/2019,Good,EXTRA5,,,Delayed,5,1,
CA-2017-138149,First Class,WB-21850,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 328,11.68,2,0,3.0368,11/26/2018,11/28/2018,,NEW20,No,Credit Card,Delayed,5,0,Yes
US-2017-123281,Standard Class,JF-15190,Consumer,Los Angeles,California,West,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0,6.5286,01/16/2020,01/24/2020,Good,,,,,2,1,Yes
CA-2014-151162,Standard Class,EA-14035,Corporate,Columbus,Ohio,East,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4,-9.1845,12/30/2020,01/04/2021,Bad,,No,,Delivered,4,0,
